id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
814758,mega-ampere submicrosecond generator git-32,_nan_,review of scientific instruments,scand j infect dis suppl,0300-8878,78,3,1/1/07,33501,"{""e. v. kumpyak"",""v. n. kiselev"",""a. v. kharlov"",""v. v. chupin"",""a. v. morozov"",""b. m. kovalchuk"",""v. b. zorin""}"
816680,the embodied nature of medical concepts: image schemas and language for pain,english,cognitive processing,eur j emerg med,1612-4782     1612-4790,15,3,1/1/14,283-296,"{""m. tercedor s��nchez"",""j.a. prieto velasco""}"
816944,cervical occupational hazards in ophthalmic plastic surgery,english,current opinion in ophthalmology,aids,-4473,26,5,1/1/15,392-398,"{""a.d. nimbarte"",""j.a. sivak-callcotta"",""c.a. mancinelli""}"
816996,uses of the electrical skin resistance method in the study of patients with neck and upper extremity pain,english,johns hopkins medical journal,johns hopkins med. j.,0096-3445,137,2,1/1/75,69-74,"{""c.p. richter"",""l.h. riley jr.""}"
817046,acupuncture anesthesia used in rabbit abdominal operations,english,american journal of acupuncture,am. j. acupunct.,00913960 (issn),4,2,1/1/76,149-156,"{""m.m.p. yang"",""s.h. kok"",""g.t.c. lee""}"
817811,yoga spinal flexion positions and vertebral compression fracture in osteopenia or osteoporosis of spine: case series,english,pain practice,journal of nutrition in gerontology and geriatrics,1471-2458,13,1,1/1/13,68-75,"{""m. sinaki""}"
819166,"responses to open peer commentaries on ""the subjective brain, identity, and neuroethics""",english,american journal of bioethics,anadolu kardiyol derg,15265161 (issn),9,9,1/1/09,w1-w4,"{""g.r. gillett""}"
819701,heart rate and blood pressure responses of left-handers and right-handers to autonomic stressors,english,indian journal of physiology and pharmacology,j am acad child adolesc psychiatry,0019-5499,48,1,1/1/04,31-40,"{""m.b. dikshit"",""s. raje"",""d.s. jaju"",""v.r. purandare""}"
819735,immunotherapy for autoimmune autonomic ganglionopathy,english,autonomic neuroscience: basic and clinical,auton.neurosc.basic clin.,1566-0702,146,1,1/1/09,22-25,"{""s. vernino"",""p.a. low"",""p. sandroni"",""k. kimpinski"",""v. iodice""}"
819804,sunct syndrome: viii. pupillary reaction and corneal sensitivity,english,functional neurology,public health rep,0393-5264,8,6,1/1/93,409-414,"{""j.-m. zhao"",""o. sjaastad""}"
820059,effects of multifunctional fabrics on cardiac autonomic tone and psychological state,english,international journal of neuroscience,int.j.neurosci.,0020-7454,114,8,1/1/04,923-931,"{""k.-w. park"",""j. song"",""h.-j. kim"",""s.-r. moon"",""m.s. lee""}"
820238,"autonomic activity, pain, and perceived health in patients on sick leave due to stress-related illnesses",english,integrative physiological and behavioral science,integr. physiol. behav. sci.,1053881x (issn),40,1,1/1/05,16-mar,"{""m. heiden"",""e. lyskov"",""m. barnekow-bergkvist"",""m. nakata""}"
820508,"a comparative outcome study of body awareness therapy, feldenkrais, and conventional physiotherapy for patients with nonspecific musculoskeletal disorders: changes in psychological symptoms, pain, and self-image",english,physiotherapy theory and practice,physiother. theory pract.,09593985 (issn),17,2,1/1/01,77-95,"{""e.-b. malmgren-olsson"",""k. armelius"",""b.-��. armelius""}"
820549,chiropractic vertebral subluxations,english,focus on alternative and complementary therapies,expert opin emerg drugs,1744-7623,15,1,1/1/10,13-14,"{""s. homola""}"
820688,the effects of 4-aminopyridine on neurological deficits in chronic cases of traumatic spinal cord injury in dogs: a phase i clinical trial,english,journal of neurotrauma,the american review of respiratory disease,0003-0805 (print) 0003-0805,8,2,1/1/91,103-119,"{""j.p. toombs"",""m.s. bauer"",""w.r. widmer"",""a.r. blight""}"
821382,amyloid neuropathies,english,mount sinai journal of medicine,acta cytol.,0020-7640,79,6,1/1/12,733-748,"{""j. robinson-papp"",""s.c. shin""}"
821702,cognitive deficits and psychosis in parkinson's disease: a review of pathophysiology and therapeutic options,english,cns drugs,annales francaises d'anesthesie et de reanimation,09663622 (issn),20,6,1/1/06,477-505,"{""t. foltynie"",""r.a. barker"",""s.j.g. lewis"",""c.h. williams-gray""}"
822897,"the chinese medicine construct ""stagnation"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety",_nan_,complementary therapies in medicine,journal of nutrition in gerontology and geriatrics,0969-4900,21,4,1/1/13,348-357,"{""k. f. lam"",""s. m. ng"",""b. h. p. lau"",""h. h. m. lo"",""c. l. w. chan""}"
823730,activation and blockade of beta adrenoceptors in common cardiac disorders,eng,br med bull,british medical bulletin,0007-1420,29,2,1/1/73,163-7,"{""b n prichard"",""j w black""}"
826030,a cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,european journal of cardiovascular nursing : journal of the working group on cardiovascular nursing of the european society of cardiology,eur j cardiovasc nurs,1474-5151,11,2,1/1/12,183-9,"{""cecilia bj̦rkelund"",""margaretha jerlock""}"
826471,aberrances in autonomic cardiovascular regulation in fibromyalgia syndrome and their relevance for clinical pain reports,eng,psychosomatic medicine,psychosom med,0033-3174,72,5,1/1/10,462-70,"{""sergio garrido"",""angeles pulgar"",""stefan duschek"",""mar�_a mart�_n-v��zquez"",""gustavo a reyes del paso""}"
826830,early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain,eng,anesthesia and analgesia,anesth analg,1526-7598,113,3,1/1/11,605-9,"{""pyung bok lee"",""francis sahngun nahm"",""hyung seok yoo"",""chul joong lee""}"
827921,effect of a creative-bonding intervention on taiwanese nursing students' self-transcendence and attitudes toward elders.,eng,res nurs health,scand. cardiovasc. j.,1098-240x,32,2,4/1/09,204-16,"{""sandra m walsh"",""shiue chen""}"
828156,behavioral and cognitive measurements predict scores on the mast: a 3-year prospective study.,eng,alcohol clin exp res,"alcoholism, clinical and experimental research",0145-6008,20,7,10/1/96,1173-8,"{""v hesselbrock"",""a w deckel""}"
828214,transference-focused psychotherapy v. treatment by community psychotherapists for borderline personality disorder: randomised controlled trial.,eng,the british journal of psychiatry : the journal of mental science,br j psychiatry,1472-1465,196,5,5/1/10,389-95,"{""philipp martius"",""anna buchheim"",""peter buchheim"",""susanne h���rz"",""michael rentrop"",""cord benecke"",""peter schuster"",""melitta fischer-kern"",""stephan doering""}"
833251,life stress and the long-term treatment course of recurrent depression: iii. nonsevere life events predict recurrence for medicated patients over 3 years,_nan_,journal of consulting and clinical psychology,eur j appl physiol occup physiol,0301-5548,74,1,1/1/06,112-120,"{""e. frank"",""l.d. torres"",""d. kupfer"",""k.l. harkness"",""j. guillaumot"",""j.e. roberts"",""s.m. monroe""}"
835177,kras mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,eur j cancer care (engl),european journal of cancer care,0961-5423 (print) 0961-5423,19,2,1/1/10,167-71,"{""m. hebbar"",""p. fournier"",""o. romano""}"
835178,localized deficiencies of folic acid in aerodigestive tissues,eng,ann n y acad sci,annals of the new york academy of sciences,0077-8923 (print) 0077-8923,669,0,1/1/92,87-95, discussion 95-6
836847,thoracic aortic aneurysm: reading the enemy's playbook,_nan_,curr. probl. cardiol.,allergy asthma proc,-10475,33,5,_nan_,203-277,"{""elefteriades j.a.""}"
837546,"agitation, aggression, and disinhibition syndromes after traumatic brain injury",_nan_,neurorehabilitation,neurorehabilitation,1053-8135,17,4,1/1/02,297-310,"{""e. kim""}"
838034,clinical course of neuropathologically confirmed frontal-variant alzheimer's disease,_nan_,nature clinical practice neurology,atheroscler suppl,1745-834x     1745-8358,4,4,1/1/08,226-232,"{""a.u. monsch"",""m. tolnay"",""k.i. taylor"",""a. probst"",""a.r. miserez""}"
841679,a modified technique for pulmonary valve replacement with a homograft,english,j. card. surg.,respiration,-7977,26,2,1/1/11,144-147,"{""s. k. choudhary"",""g. s. gulati"",""p. sharma"",""s. talwar"",""b. airan"",""s. mishra""}"
843485,pathways of care-seeking during fatal infant illnesses in under-resourced south african settings.,eng,transactions of the royal society of tropical medicine and hygiene,trans. r. soc. trop. med. hyg.,1878-3503,106,2,2/1/12,110-6,"{""peter j winch"",""mickey chopra"",""cynthia s minkovitz"",""debra jackson"",""alyssa b sharkey""}"
846319,impact of endoscopic ultrasonography (eus) on surgical decision-making in upper gastrointestinal tract cancer: an international multicenter study,_nan_,surg. endosc. interv. tech.,cir pediatr,-5514,21,3,_nan_,431-438,"{""nielsen h.o."",""edwin b."",""h�_nerbein m."",""hovendal c."",""liedman b."",""mortensen m.b.""}"
846537,overactive bladder: optimizing quality of care,_nan_,am. j. managed care,the american journal of managed care,1088-0224,7,2,_nan_,s46-s61,"{""lemack g.e.""}"
847287,"a qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,psycho-oncology,psychooncology,1057-9249,15,3,3/1/06,248-58,"{""sarah mcgraw"",""vida m petronis"",""charles s carver"",""nancy avis"",""kristie long foley"",""deborah f farmer"",""roselyn g smith"",""kevin smith""}"
847600,experiences of african-american women with smartphone-based ecological momentary assessment.,eng,"public health nursing (boston, mass.)",public health nurs,1525-1446,_nan_,_nan_,11/4/15,_nan_,"{""ashley mcdonald"",""shannon n zenk"",""colleen corte"",""kelly k jones""}"
850418,takayasu's arteritis with multiple intracranial aneurysms,_nan_,takayasusche arteriitis mit multiplen intrakraniellen aneurysmen,best pract res clin gastroenterol,0428-8246,23,1,_nan_,60-61,"{""matsumoto k."",""yamada f."",""fukuda s.""}"
850788,acute and persistent postoperative pain after breast surgery,_nan_,pain medicine,geriatrics & gerontology international,1051-0443,10,4,1/1/09,708-715,"{""n. klauber-demore"",""k. fecho"",""n. r. miller"",""w. s. blau"",""s. a. merritt"",""c. s. hultman""}"
851773,quality of life factors and survival after total or extended maxillectomy for sinonasal malignancies.,eng,journal of oral and maxillofacial surgery: official journal of the american association of oral and maxillofacial surgeons,thorax,1531-5053,73,4,4/1/15,759-63,"{""james murphy"",""amal isaiah"",""joshua e lubek"",""jeffrey s wolf""}"
852213,safety and efficacy of weekly nab���-paclitaxel in combination with carboplatin as first-line therapy in elderly patients with advanced non-small-cell lung cancer.,eng,annals of oncology : official journal of the european society for medical oncology / esmo,ann oncol,1569-8041,24,2,2/1/13,314-21,"{""c j langer"",""j orsini"",""j k hon"",""s r dakhil"",""m f renschler"",""r d page"",""v hirsh"",""h zhang"",""i okamoto"",""m a socinski""}"
852332,early and late mortality in hospitalised patients with raised cardiac troponin t.,eng,postgraduate medical journal,postgrad med j,1469-0756,88,1042,8/1/12,437-42,"{""julia dawn jones"",""touran heidi keen"",""peter sze chai wong"",""reza ashrafi"",""omer khanzada"",""derek richard robinson"",""upul wickramarachchi""}"
852927,"phase ii study of epirubicin, oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.",eng,j. exp. clin. cancer res.,burns,1756-9966,28,_nan_,1/1/09,34,"{""laura giacinti"",""silvia ileana fattoruso"",""maria grazia arena"",""luigi di lauro"",""massimo lopez"",""domenico sergi"",""diana giannarelli""}"
853676,"pulsed cyclophosphamide, thalidomide and dexamethasone: an oral regimen for previously treated patients with multiple myeloma.",eng,the hematology journal : the official journal of the european haematology association / eha,hematol. j.,1466-4860,5,2,1/1/04,112-7,"{""meletios a dimopoulos"",""nikolaos anagnostopoulos"",""markela p zorzou"",""athanasios anagnostopoulos"",""eleni efstathiou"",""christos poziopoulos"",""george hamilos"",""vassiliki grigoraki"",""dimitra gika"",""athanasios zomas"",""irini xilouri""}"
853882,effective combination chemotherapy with paclitaxel and cisplatin with or without human granulocyte colony-stimulating factor and/or erythropoietin in patients with advanced gastric cancer.,eng,br. j. cancer,the journal of the oklahoma state medical association,0007-0920,86,12,6/17/02,1858-63,"{""m raderer"",""c gedlicka"",""a lenauer"",""d depisch"",""w scheithauer"",""b schneeweiss"",""w fiebiger"",""f lang"",""g v kornek"",""b sch���_ll""}"
854232,"clinical and pharmacologic phase i study of cemadotin-hcl (lu103793), a novel antimitotic peptide, given as 24-hour infusion in patients with advanced cancer. a study of the arbeitsgemeinschaft internistische onkologie (aio) phase i group and arbeitsgruppe pharmakologie in der onkologie und haematologie (apoh) group of the german cancer society.",eng,ann. oncol.,int j stroke,0923-7534,9,12,12/1/98,1323-30,"{""h h fiebig"",""k mross"",""r velagapudi"",""w e berdel"",""c unger"",""i m von broen""}"
854628,determinants of drug response in a cisplatin-resistant human lung cancer cell line.,eng,jpn. j. cancer res.,neurology,0910-5050,81,5,5/1/90,527-35,"{""n saijo"",""m yamakido"",""k d tew"",""y fujiwara"",""k kasahara"",""m bungo"",""y sugimoto""}"
855099,[the use of intravascular nitinol stents in the treatment of subclavian vein compression for thoracic outlet syndrome].,pol,nowoczesne biomateria��y jako opatrunki hemostatyczne w chirurgii oszczedzajacej miazsz nerki--model zwierzecy. doniesienie wstepne.,scand. j. rheumatol.,0370-0747,37,2,1/1/07,51-5,"{""przemys��aw p szyber"",""artur pupka"",""piotr szyber"",""jerzy garcarek""}"
855912,asymmetric inheritance of mitochondrial content in aging budding yeast cells,english,"molecular biology of the cell. conference: annual meeting of the american society for cell biology, ascb",best pract res clin gastroenterol,0305-1862,23,24,1/1/12,_nan_,"{""e. a. martin"",""l. f. costa"",""h. li"",""y. zhang"",""m. p. viana"",""s. m. rafelski"",""w. f. marshall""}"
855970,augmin-dependent microtubule nucleation at microtubule walls in the spindle,english,journal of cell biology,j cell biol,0021-9525,202,1,1/1/13,25-33,"{""s. kita"",""j. r. mcintosh"",""m. osumi"",""t. kamasaki"",""g. goshima"",""e. o'toole"",""j. usukura""}"
856471,compartmentalization of fas and fas ligand may prevent auto- or paracrine apoptosis in epithelial cells,eng,experimental cell research,exp. cell res.,1090-2422,284,2,1/1/03,283-90,"{""w. hunziker"",""k. h. tan""}"
857402,high resolution epr spectroscopy of c(60)f and c(70)f in solid argon: reassignment of c(70)f regioisomers,english,journal of chemical physics,j chem phys,1089-7690,127,8,1/1/07,84301,"{""d. a. tyurin"",""v. a. belov"",""d. n. laikov"",""a. v. akimov"",""e. y. misochko""}"
858569,phenotypic analysis of misato function reveals roles of noncentrosomal microtubules in drosophila spindle formation,english,journal of cell science,j cell sci,0021-9533,124,0,1/1/11,706-17,"{""m. gatti"",""s. bonaccorsi"",""v. mottier-pavie"",""f. verni"",""g. cenci""}"
861475,cost-effectiveness of pharmacological and psychosocial interventions for schizophrenia (structured abstract),_nan_,cost effectiveness and resource allocation,anadolu kardiyol derg,1478-7547 (electronic),9,1,1/1/11,_nan_,"{""p. phanthunane"",""m. bertram"",""h. whiteford"",""t. vos""}"
862798,a pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in spain (structured abstract),_nan_,pharmacoeconomics,pharmacoeconomics,1170-7690,23,3,1/1/05,275-287,"{""p. tarraga-lopez"",""j. m. ocana-lopez"",""j. miguel-clave"",""j. solera-albero"",""m. cerdan-oliver"",""m. a. lopez-cara"",""a. celada-rodriguez""}"
862844,dpyd ivs14+1g>a and 2846a>t genotyping for the prediction of severe fluoropyrimidine-related toxicity: a meta-analysis,_nan_,pharmacogenomics,pharmacogenomics,1462-2416,14,11,1/1/13,1255-1272,"{""r. danesi"",""s. terrazzino"",""p. l. canonico"",""a. a. genazzani"",""s. cargnin"",""m. del re""}"
863342,molecular detection of hepatitis b virus: recent developments,_nan_,laboratoriumsmedizin,journal of nutrition in gerontology and geriatrics,1523-536x,29,1,1/1/05,33-43,"{""b. weber"",""a. berger""}"
863844,sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose devic therapy and radiation therapy: a case report and review of the literature.,eng,international journal of clinical and experimental pathology,int j clin exp pathol,1936-2625,6,11,1/1/13,2603-8,"{""yasunori ota"",""masaaki noguchi"",""kei-ji sugimoto"",""hiroshi izumi"",""norio komatsu"",""nanae yamaguchi"",""hidenori imai"",""asami shimada"",""yasunobu sekiguchi"",""mutsumi wakabayashi""}"
864817,are tkis still active in patients treated with tki and everolimus? experience from 36 patients treated in france in the record 1 trial,_nan_,annals of oncology,klin.psikofarmakol.bul.,1017-7833,21,0,1/1/10,viii284,"{""b. escudier"",""a. ravaud"",""f. rolland"",""a. blesius"",""b. beuzelink"",""s. oudard"",""c. chevreau""}"
866131,long-term subcutaneous recombinant interleukin-2 as maintenance therapy: biological effects and clinical implications,_nan_,cancer biotherapy,"archives of surgery (chicago, ill. : 1960)",1062-8401,10,3,1/1/95,195-203,"{""v. lorusso"",""m. de lena"",""m. guida"",""m. correale"",""i. abbate"",""a. latorre"",""a. casamassima"",""m. d. musci""}"
867207,early predicting of blood component quality by statistical process control,_nan_,vox sanguinis,transplantation,0042-9007,99,0,1/1/10,227,"{""h. jungk"",""w. madla"",""v. schottstedt"",""t. alt""}"
868618,phase iii randomized sequential open-label study to evaluate the efficacy and safety of sorafenib followed by pazopanib vs pazopanib followed by sorafenib in the treatment of advanced / metastatic renal cell carcinoma-design of the switch-2 study (nct01613846),_nan_,onkologie,onkologie,0378-584x,36,0,1/1/13,75,"{""j. gschwend"",""s. schirrmacher-memmel"",""a. beeker"",""m. o. grimm"",""b. brehmer"",""m. zaiss"",""u. von verschuer"",""s. pahernik"",""m. bos"",""m. de santis"",""m. retz"",""s. krause""}"
870257,intimate partner violence survivors' unmet social service needs,english,journal of social service research,addict.behav.,1540-7314 0148-8376,37,5,1/1/11,481-489,"{""melissa e. dichter"",""karin v. rhodes""}"
872389,bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.,eng,gut,gut,0017-5749,49,6,12/1/01,835-42,"{""r h dowling"",""g m murphy"",""p b hylemon"",""g french"",""m j veysey"",""l a thomas""}"
873322,"prevalence, molecular characterization, and phenotypic confirmation of extended-spectrum beta-lactamases in escherichia coli, klebsiella pneumoniae, and klebsiella oxytoca at the radboud university nijmegen medical centre in the netherlands",eng,microb drug resist,j int neuropsychol soc,1076-6294 (print)     1076-6294,16,1,1/1/10,55-60,"{""c. handgraaf"",""w. j. melchers"",""t. klaassen"",""p. d. sturm"",""e. t. bochum"",""s. v. van mook-vermulst""}"
873987,"bullous impetigo in children infected with methicillin-resistant staphylococcus aureus alone or in combination with methicillin-susceptible s. aureus: analysis of genetic characteristics, including assessment of exfoliative toxin gene carriage",eng,j clin microbiol,journal of clinical microbiology,0095-1137 (print) 0095-1137,49,5,1/1/11,1972-4,"{""t. yamamoto"",""t. takano"",""m. takano"",""w. higuchi"",""y. nitahara"",""k. saito"",""d. shi"",""k. ozaki""}"
875250,antimicrobial resistance of h. pylori isolates in alaska native persons from 2000-2008: results from the alaska sentinel surveillance project,_nan_,helicobacter,helicobacter,1523-5378,14,4,1/1/09,328,"{""m. g. bruce"",""j. morris"",""b. mcmahon"",""a. tveit"",""d. hurlburt"",""d. bruden""}"
875733,[methicillin-resistant staphylococcus aureus forming the fried egg appearance colonies isolated from a patient with septicemia],jpn,rinsho byori,rinsho byori. the japanese journal of clinical pathology,0047-1860 (print)     0047-1860,43,10,1/1/95,1061-5,"{""k. iijima"",""a. tanimoto"",""y. kitagaki"",""m. hiura"",""h. fujiwara"",""s. ikawa""}"
875781,dispersal of methicillin-resistant staphylococcus epidermidis by staff in an operating suite for thoracic and cardiovascular surgery: relation to skin carriage and clothing,eng,j hosp infect,the journal of hospital infection,0195-6701 (print) 0195-6701,44,2,1/1/00,119-26,"{""p. domicel"",""a. tammelin"",""e. stahle"",""a. hambraeus""}"
876536,the rocky road to rational prescribing,_nan_,vaccine,aids,-4473,26,0,1/1/08,g11-g15,"{""i. williamson""}"
880881,[a case of giant brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,the korean journal of gastroenterology = taehan sohwagi hakhoe chi,korean j gastroenterol,1598-9992,52,6,12/1/08,384-8,"{""seung woo park"",""jae bock chung"",""sang kyum kim"",""si young song"",""joo won chung"",""ho keun kim"",""joo hee seo"",""seungmin bang""}"
881020,[laparoscopic appendectomy after the learning curve].,spa,cirug�_a pedi��trica: organo oficial de la sociedad espa̱ola de cirug�_a pedi��trica,cir pediatr,0214-1221,21,3,7/1/08,167-72,"{""j arana"",""e rezola"",""a villanueva"",""m i intxaurrondo"",""m su̱ol"",""i eizaguirre"",""j garay""}"
882786,"[in vitro culture of cells from respiratory mucosa on foils of collagen, poly-l-lactide (plla) and poly-3-hydroxy-butyrate (phb)].",ger,laryngo- rhino- otologie,laryngorhinootologie,0935-8943,82,10,10/1/03,693-9,"{""b kramp"",""j ostwald"",""s dommerich"",""claudia nischan""}"
885384,"modification of aspects of the endocrine response to tracheal intubation by lignocaine, halothane and thiopentone.",eng,br j anaesth,br.j.anaesth.,0007-0912,56,3,3/1/84,239-46,"{""o widholm"",""a m lehtinen"",""j hovorka""}"
886237,"effet d'une intervention non m̩dicamenteuse, voix d'or�, sur les troubles du comportement dans la maladie d'alzheimer ou une maladie apparent̩e. [effect of a non-pharmacological intervention, voix d'or�, on behavior disturbances in alzheimer disease and associated disorders.]",_nan_,g̩riatrie et psychologie neuropsychiatrie du vieillissement,eur j cardiovasc nurs,2115-7863(electronic),2115-8789(print),11,3,_nan_,323-330
887041,age-related driving disorders: screening in hospitals and outpatients settings.,eng,geriatr gerontol int,geriatrics & gerontology international,1447-0594,10,4,10/1/10,288-94,"{""kevin patrick"",""jill rybar"",""linda hill"",""sara baird"",""raul coimbra"",""susanna concha-garcia""}"
887131,antidiabetic oral treatment in older people: does frailty matter?,eng,drugs & aging,drugs aging,1179-1969,26,_nan_,12/1/09,53-62,"{""angela marie abbatecola"",""andrea corsonello"",""silvia bustacchini"",""fabrizia lattanzio"",""giuseppe paolisso""}"
887418,impact of crizotinib on patient-reported symptoms and global quality of life (qol) compared with chemotherapy in a phase iii study of advanced alk-positive non-small cell lung cancer (nsclc),_nan_,european journal of cancer,appl radiat isot,0098-4108 (print)     0098-4108 (linking),49,0,1/1/13,-,"{""v. hirsh"",""j.y. han"",""f. blackhall"",""s. iyer"",""d.w. kim"",""a. shaw"",""a. reisman"",""k. wilner"",""h. nokihara"",""b. besse""}"
888477,probiotics for the treatment of upper and lower respiratory-tract infections in children: systematic review based on randomized clinical trials,eng,j pediatr (rio j),jornal de pediatria,0021-7557,91,5,1/1/15,413-27,"{""m. h. de oliveira junior"",""e. s. sarinho"",""g. v. de araujo"",""d. m. peixoto""}"
888553,weighting improves the information provided by joint counts on the severity of arthritis and its impact on patients' well-being in juvenile idiopathic arthritis,eng,rheumatology (oxford),"rheumatology (oxford, england)",1462-0324,45,3,1/1/06,343-7,"{""a. ravelli"",""s. magni-manzoni"",""a. pistorio"",""m. bandeira"",""a. martini"",""e. sala"",""a. falcone"",""a. buoncompagni"",""n. ruperto"",""a. loy""}"
889260,harmonizing pain outcome measures: results of the pre-omeract meeting on partnerships for consensus on patient-important pain outcome domains between the cochrane musculoskeletal group and omeract,_nan_,journal of rheumatology,[nihon koshu eisei zasshi] japanese journal of public health,0378-7788,42,10,1/1/15,1943-1946,"{""a. taylor"",""l. maxwell"",""v. strand"",""k. phillips"",""p. s. tugwell"",""u. kaiser"",""m. de wit"",""l. gossec"",""j. a. singh"",""e. h. choy"",""l. s. simon"",""r. ostelo"",""p. j. mease"",""p. g. conaghan""}"
889481,chronic pain related to quality of sleep,eng     por,einstein (sao paulo),"einstein (sao paulo, brazil)",1679-4508,12,2,1/1/14,159-63,"{""w. hummig"",""j. stechman neto"",""l. f. tonial""}"
889580,chronic pain-associated behaviors in the nursing home: resident versus caregiver perceptions,_nan_,pain,pain,0304-3959,80,3,1/1/99,577-588,"{""f. keefe"",""b. peterson"",""d. weiner""}"
891370,"health literacy, diabetes self-care, and glycemic control in adults with type 2 diabetes",eng,diabetes technology & therapeutics,diabetes technol. ther.,1520-9156,12,11,1/1/10,913-9,"{""chandra y. and bains sujeev s. and egede leonard e. osborn""}"
891722,why what we teach depends on when: grade and reading intervention modality moderate effect size.,_nan_,developmental psychology,j sci med sport,0012-1649,46,6,11/1/10,1556-1579,"{""sebastian paul suggate""}"
892141,competencies for undergraduate community-based education for the health professions - a systematic review.,_nan_,medical teacher,med teach,"1466-187x, electronic 0142-159x, print",34,9,9/1/12,733-743,"{""albert j.j.a.2 scherpbier"",""zahra1 ladhani"",""fred c.j.2 stevens""}"
892609,"13th ieee/acm symposium on distributed simulation and real-time applications, ds-rt 2009",_nan_,bioelectromagnetics,paediatr child health,1520-7714,0,0,_nan_,_nan_,{null}
893227,a screening methodology for crowdsourcing video qoe evaluation,_nan_,bmj open,respirology,1440-1843,0,0,1/1/14,_nan_,"{""e. anegekuh, l., sun, l., ifeachor""}"
893573,crowdsourced multimedia enhanced spatio-temporal constraint based on-demand social network for group mobility,_nan_,proceedings of the 23rd acm international conference on multimedia,american journal of perinatology,978-1-4503-3459-4,0,0,1/1/15,761-762,"{""ahmad qamar"",""muhammad shahid"",""md. abdur rahman"",""ahmed lbath"",""akhlaq ahmad"",""faizan ur rehman"",""abdullah murad"",""bilal sadiq""}"
893664,role of n-acetylcysteine in prevention of contrast-induced nephropathy after cardiovascular procedures: a meta-analysis,eng,clinical cardiology,clin cardiol,0160-9289,27,11,1/1/04,607-10,"{""deepika and leibowitz keith and gowda ramesh m. and shapiro michael and khan ijaz a. misra""}"
894415,internetqueryobject to partner with dataflux, iqo to provide enhanced application scalability through queryobject system, dataflux to enhance data accuracy through dfpower,english,business wire,respirology,1440-1843,0,0,7/1/00
894502,trends in the quality of data from 5168 oligonucleotide microarrays from a single facility,_nan_,journal of biomolecular techniques,johns hopkins med. j.,1356-7500,16,2,1/1/05,143-153,"{""david b. finkelstein""}"
894596,on the role of pre and post-processing in environmental data mining,_nan_,"proc. iemss 4th biennial meeting - int. congress on environmental modelling and software: integrating sciences and information technology for environmental assessment and decision making, iemss 2008",ophthalmol eye dis,9788480000000,3,0,1/1/08,1937-1958,"{""miquel s����nchez-marr���"",""geoff holmes"",""joaqu���_n izquierdo"",""joaquim comas"",""ioannis athanasiadis"",""karina gibert""}"
894794,<title>specchio: a free spectral data management and processing system</title>,_nan_,proceedings of spie - the international society for optical engineering,fertil. steril.,1556-5653,7457,0,8/1/09,74570a-74570a-9,"{""a. hueni"",""paul e. kneubuehler, m.     ed  - shen, sylvia s.     ed  - lewis""}"
896410,school climate and students' early mathematics learning: another search for contextual effects.,_nan_,american journal of education,ann oncol,0195-6744,119,2,2/1/13,209-234,"{""katerina1 bodovski"",""rachael3 walsh"",""inbal2 nahum-shani""}"
896848,recovery of postoperative cognitive function in elderly patients after a long duration of desflurane anesthesia: a pilot study.,eng,journal of anesthesia,j anesth,1438-8359,29,4,8/1/15,627-30,"{""michiko osuda"",""satoshi kazuma"",""michiaki yamakage"",""shunsuke tachibana"",""tomo hayase""}"
899060,maxillofacial metastases: a retrospective review of one institution's 15-year experience,english,journal of oral & maxillofacial surgery,jama neurol,2168-6157,71,1,1/1/13,178-88,"{""r. a. ord"",""a. salama"",""r. movahed"",""s. a. mcclure""}"
900624,terbutaline pump for the prevention of preterm birth (structured abstract),_nan_,health technology assessment database,biomed eng online,0143-991x,0,4,1/1/11,_nan_,"{""r. daniel"",""m. t. ansari"",""l. weeks"",""s. doucette"",""a. tsertsvadze"",""b. skidmore"",""k. singh"",""l. gaudet"",""m. walker"",""s. tsouros""}"
901298,"castor oil, bath and/or enema for cervical priming and induction of labour",_nan_,cochrane database of systematic reviews,journal of nutrition in gerontology and geriatrics,2162-3279,0,7,1/1/13,_nan_,"{""j. kelly anthony"",""jane thomas"",""josephine kavanagh""}"
901385,nutrition and obstructed labor,_nan_,american journal of clinical nutrition,hawai'i journal of medicine & public health : a journal of asia pacific medicine & public health,0022-9032,72,1,_nan_,291s-297s,"{""o. a. ladipo"",""j. c. konje""}"
